id,iid,project_id,title,description,state,created_at,updated_at,merged_at,closed_at,target_branch,source_branch,user_notes_count,upvotes,downvotes,assignees,reviewers,source_project_id,target_project_id,labels,work_in_progress,merge_when_pipeline_succeeds,merge_status,sha,squash_commit_sha,should_remove_source_branch,force_remove_source_branch,web_url,squash,has_conflicts,author_id,assignee_id,milestone_id,merged_by_id,closed_by_id,time_estimate,total_time_spent,human_time_estimate,human_total_time_spent
102,46,126,Dev uma src,,merged,2022-09-02T09:19:14.986000Z,2022-09-02T09:19:27.182000Z,2022-09-02T09:19:27.263000Z,,dev,dev_uma_src,0,0,0,[60],[],126,126,[],False,False,can_be_merged,025134bd094d6e50fb36a77372f46023854f6a96,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/46,False,False,60,60,,60,,0,0,,
99,45,126,Dev,,merged,2022-08-31T07:49:48.151000Z,2022-08-31T07:50:04.311000Z,2022-08-31T07:50:04.367000Z,,test,dev,0,0,0,[60],[],126,126,[],False,False,can_be_merged,334701804990a33a2bf94805ead461b304873bf3,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/45,False,False,60,60,,60,,0,0,,
88,44,126,Test,,merged,2022-07-28T11:51:15.191000Z,2022-07-28T11:52:13.816000Z,2022-07-28T11:51:25.859000Z,,live,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,9c073ec18039b489f766d8f8d4b013b627f35237,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/44,False,False,60,60,,60,,0,0,,
87,43,126,Dev,,merged,2022-07-28T11:50:26.353000Z,2022-07-28T11:50:33.334000Z,2022-07-28T11:50:33.370000Z,,test,dev,0,0,0,[60],[],126,126,[],False,False,can_be_merged,d3a9c4c14b57934e2f80aa70ae72e83f726edd76,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/43,False,False,60,60,,60,,0,0,,
85,42,126,Test,,merged,2022-07-26T13:39:29.260000Z,2022-07-26T13:39:46.118000Z,2022-07-26T13:39:46.165000Z,,live,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,126f231d012bbb21259a3757dd6deae65a50baaf,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/42,False,False,60,60,,60,,0,0,,
84,41,126,Dev,,merged,2022-07-26T13:38:23.560000Z,2022-07-26T13:38:36.852000Z,2022-07-26T13:38:36.922000Z,,test,dev,0,0,0,[60],[],126,126,[],False,False,can_be_merged,4003fd9171eee030674fe1519c7fe9be97f18b2d,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/41,False,False,60,60,,60,,0,0,,
83,40,126,Dev,,merged,2022-07-21T12:29:36.154000Z,2022-07-21T12:30:19.497000Z,2022-07-21T12:30:19.617000Z,,test,dev,0,0,0,[60],[60],126,126,[],False,False,can_be_merged,9582c61962e214f3bffadda3c274cd5e0d9c984c,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/40,False,False,60,60,,60,,0,0,,
72,39,126,Test,,merged,2022-05-16T12:48:34.218000Z,2022-05-16T12:48:46.537000Z,2022-05-16T12:48:46.610000Z,,live,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,629186e7bdbe32b01a64b37658b92edad042d8a9,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/39,False,False,60,60,,60,,0,0,,
71,38,126,Dev,,merged,2022-05-16T12:46:49.216000Z,2022-05-16T12:47:05.884000Z,2022-05-16T12:47:05.927000Z,,test,dev,0,0,0,[60],[],126,126,[],False,False,can_be_merged,0a8d1d5da958678fc27aca57b37d08ad8ad47e9b,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/38,False,False,60,60,,60,,0,0,,
70,37,126,Dev,,merged,2022-05-16T09:00:30.278000Z,2022-05-16T09:00:54.571000Z,2022-05-16T09:00:54.632000Z,,test,dev,0,0,0,[60],[],126,126,[],False,False,can_be_merged,f782a0b05302a357cba41facec1edc3137885f8f,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/37,False,False,60,60,,60,,0,0,,
69,36,126,Test,,merged,2022-05-16T08:57:39.438000Z,2022-05-16T08:57:59.350000Z,2022-05-16T08:57:59.435000Z,,dev,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,4d86f755e021f7dcd28fb97379f337812b887e0d,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/36,False,False,60,60,,60,,0,0,,
68,35,126,Dev,,merged,2022-05-05T14:13:54.683000Z,2022-05-05T14:14:27.896000Z,2022-05-05T14:14:27.989000Z,,test,Dev,0,0,0,[],[],126,126,[],False,False,can_be_merged,ca6ecc1e82c6ba44f90d8d4dea83b074883e38e4,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/35,False,False,60,,,60,,0,0,,
67,34,126,Merge Umantis package,,closed,2022-05-05T14:05:53.017000Z,2022-05-05T14:12:44.361000Z,,2022-05-05T14:12:44.387000Z,DevSecond_schaerhrdata,test,0,0,0,[],[],126,126,[],False,False,cannot_be_merged,f0df5a19844c2ff546c12797179435feacf133cd,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/34,False,True,60,,,,60,0,0,,
66,33,126,Dev second schaerhrdata,,merged,2022-05-05T14:01:13.859000Z,2022-05-05T14:14:27.799000Z,2022-05-05T14:14:27.872000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,cannot_be_merged_recheck,ca6ecc1e82c6ba44f90d8d4dea83b074883e38e4,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/33,False,False,60,60,,60,,0,0,,
65,32,126,Test,,merged,2022-03-29T08:57:59.551000Z,2022-03-29T08:58:07.214000Z,2022-03-29T08:58:07.377000Z,,DevSecond_schaerhrdata,test,0,0,0,[],[],126,126,[],False,False,can_be_merged,f49f97f51ba39e06fc5273fa5dbfcc1d999e792c,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/32,False,False,60,,,60,,0,0,,
64,31,126,Test,,merged,2022-03-07T14:46:44.111000Z,2022-03-07T14:46:51.904000Z,2022-03-07T14:46:51.925000Z,,live,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,c7566a0c12d28a7f9e79c52f7543eab8d3bfb674,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/31,False,False,60,60,,60,,0,0,,
63,30,126,DEV,"Implementation of NAV staging layer in Pck_LoadCleansePBI.dtsx
Implementation of incremental load in Pck_LoadStagePBI.dtsx and Pck_LoadCleansePBI.dtsx",merged,2022-03-07T14:45:35.891000Z,2022-03-07T14:45:47.942000Z,2022-03-07T14:45:47.993000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,61fb7f1ae290efc60f85b85c710b840f403142b8,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/30,False,False,60,60,,60,,0,0,,
62,29,126,Test,,merged,2022-03-07T11:55:50.468000Z,2022-03-07T11:56:05.933000Z,2022-03-07T11:56:05.955000Z,,live,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,407452dd6893af6543ff162eadc49c892d44c7b7,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/29,False,False,60,60,,60,,0,0,,
61,28,126,Dev second schaerhrdata,,merged,2022-03-07T11:55:10.008000Z,2022-03-07T11:55:17.384000Z,2022-03-07T11:55:17.473000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,975c627016d7c5cd0a3a59c3a978278243ebd420,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/28,False,False,60,60,,60,,0,0,,
60,27,126,Test,,merged,2022-03-07T11:40:26.540000Z,2022-03-07T11:40:40.243000Z,2022-03-07T11:40:40.341000Z,,live,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,ba8eaae5f7177fec66767acc7619aaf2f3ca2914,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/27,False,False,60,60,,60,,0,0,,
59,26,126,Dev second schaerhrdata,,merged,2022-03-02T16:29:09.398000Z,2022-03-02T16:29:21.458000Z,2022-03-02T16:29:21.549000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,493b6c36e4f4c12ab404ffaee37feb869344f4ab,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/26,False,False,60,60,,60,,0,0,,
58,25,126,Dev second schaerhrdata,,merged,2022-03-02T14:41:53.575000Z,2022-03-02T14:42:19.305000Z,2022-03-02T14:42:19.379000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,c6e6e14ccfbd1f6c91987ab5b8db173df499ea87,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/25,False,False,60,60,,60,,0,0,,
57,24,126,Dev second schaerhrdata,,merged,2022-02-24T14:32:10.136000Z,2022-02-24T14:32:19.329000Z,2022-02-24T14:32:19.390000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,7de171ed87d4e4d715cb67052fc857b5db4c472c,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/24,False,False,60,60,,60,,0,0,,
56,23,126,Test,,closed,2022-02-22T16:54:55.923000Z,2022-05-05T14:12:44.172000Z,,2022-05-05T14:12:44.203000Z,master,test,0,0,0,[60],[],126,126,[],False,False,cannot_be_merged_recheck,f0df5a19844c2ff546c12797179435feacf133cd,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/23,False,False,60,60,,,60,0,0,,
55,22,126,Test,,closed,2022-02-22T16:51:53.127000Z,2022-02-22T16:54:35.157000Z,,2022-02-22T16:54:35.167000Z,master,test,0,0,0,[60],[],126,126,[],False,False,cannot_be_merged,a2dca96f5fdb87fe32519f697f3b9921d9d244cd,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/22,False,True,60,60,,,60,0,0,,
54,21,126,Test,,closed,2022-02-22T16:40:34.129000Z,2022-02-22T16:51:18.550000Z,,2022-02-22T16:51:18.635000Z,master,test,0,0,0,[60],[],126,126,[],False,False,cannot_be_merged,a2dca96f5fdb87fe32519f697f3b9921d9d244cd,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/21,False,True,60,60,,,60,0,0,,
53,20,126,Dev second schaerhrdata,,merged,2022-02-22T16:39:33.864000Z,2022-02-22T16:40:00.657000Z,2022-02-22T16:40:00.724000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,1520420e1089cc6eb198dab5ead8a618a274fc30,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/20,False,False,60,60,,60,,0,0,,
52,19,126,Dev second schaerhrdata,,closed,2022-02-22T16:29:35.940000Z,2022-02-22T16:38:31.227000Z,,2022-02-22T16:38:31.237000Z,master,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,cannot_be_merged,1520420e1089cc6eb198dab5ead8a618a274fc30,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/19,False,True,60,60,,,60,0,0,,
51,18,126,Test,,closed,2022-02-22T16:28:55.029000Z,2022-02-22T16:38:13.322000Z,,2022-02-22T16:38:13.406000Z,master,test,0,0,0,[],[],126,126,[],False,False,cannot_be_merged,368bc61ab3ff37ffd2f5aff8224ed791b688fefe,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/18,False,True,60,,,,60,0,0,,
50,17,126,Test,,closed,2022-02-22T16:23:52.687000Z,2022-02-22T16:25:22.598000Z,,2022-02-22T16:25:22.607000Z,master,test,0,0,0,[60],[],126,126,[],False,False,cannot_be_merged,368bc61ab3ff37ffd2f5aff8224ed791b688fefe,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/17,True,True,60,60,,,60,0,0,,
49,16,126,Dev second schaerhrdata,,merged,2022-02-22T16:20:58.593000Z,2022-02-22T16:21:10.267000Z,2022-02-22T16:21:10.290000Z,,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,1520420e1089cc6eb198dab5ead8a618a274fc30,16cad8f52593d75088a7b91693689847c94d46b0,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/16,True,False,60,60,,60,,0,0,,
48,15,126,Test,,merged,2022-02-22T10:06:41.745000Z,2022-02-22T10:07:06.623000Z,2022-02-22T10:07:06.687000Z,,master,test,0,0,0,[60],[],126,126,[],False,False,can_be_merged,7d9c3f354f7c2d70af3b44868eb50982a783408e,5953c1111d530e671ed2e13a492b16926c62325e,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/15,True,False,60,60,,60,,0,0,,
47,14,126,Dev second schaerhrdata,test merge,closed,2022-02-22T09:45:40.154000Z,2022-02-22T16:20:06.672000Z,,2022-02-22T16:20:06.751000Z,test,DevSecond_schaerhrdata,0,0,0,[60],[],126,126,[],False,False,can_be_merged,1520420e1089cc6eb198dab5ead8a618a274fc30,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/14,True,False,60,60,,,60,0,0,,
46,13,126,Dev merge,,closed,2022-02-16T08:50:10.402000Z,2022-02-22T09:25:45.439000Z,,2022-02-22T09:25:45.524000Z,master_merge,Dev_merge,0,0,0,[],[],126,126,[],False,False,cannot_be_merged,3b33ffbcc534edb6a5934a1a6baa4d006ef08021,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/13,True,True,60,,,,60,0,0,,
45,12,126,Test merge,,merged,2022-02-16T08:46:00.757000Z,2022-02-16T08:47:11.073000Z,2022-02-16T08:47:11.111000Z,,master_merge,test_merge,0,0,0,[],[],126,126,[],False,False,can_be_merged,e8c49931e6665d82bd32de41f74da62bd27c1fe6,b4e74678edfcdeaec89046be19e2160b0da46b59,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/12,True,False,60,,,60,,0,0,,
44,11,126,MASTER,Modified procedure to deploy live instead of dev interface folder to local path,merged,2022-01-20T14:48:38.880000Z,2022-01-20T14:48:59.668000Z,2022-01-20T14:48:59.713000Z,,DevSecond_schaerhrdata,master,0,0,0,[60],[],126,126,[],False,False,can_be_merged,b81663a9d52f603e585c6b4340e76c15b6d925fc,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/11,False,False,60,60,,60,,0,0,,
43,10,126,MASTER,Modified procedure to deploy live instead of dev interface folder to local path,merged,2022-01-20T14:45:42.122000Z,2022-01-20T14:46:06.685000Z,2022-01-20T14:46:06.782000Z,,test,master,0,0,0,[60],[],126,126,[],False,False,can_be_merged,b81663a9d52f603e585c6b4340e76c15b6d925fc,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/10,False,False,60,60,,60,,0,0,,
42,9,126,Business case test queue1,Queue T 2 L,merged,2022-01-18T15:13:37.732000Z,2022-01-18T15:13:45.236000Z,2022-01-18T15:13:45.287000Z,,BusinessCase_LiveQueue,BusinessCase_TestQueue1,0,0,0,[],[],126,126,[],False,False,can_be_merged,4f3c190b83c4a021c135c0a27285912c5d052b2b,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/9,False,False,60,,,60,,0,0,,
41,8,126,Business case test queue1,queue T 2 D,merged,2022-01-18T15:10:44.178000Z,2022-01-18T15:10:50.007000Z,2022-01-18T15:10:50.046000Z,,BusinessCase_DevQueue,BusinessCase_TestQueue1,0,0,0,[],[],126,126,[],False,False,can_be_merged,4f3c190b83c4a021c135c0a27285912c5d052b2b,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/8,False,False,60,,,60,,0,0,,
40,7,126,Business case live queue,Live queue to Dev,merged,2022-01-18T15:07:53.710000Z,2022-01-18T15:08:14.004000Z,2022-01-18T15:08:14.069000Z,,BusinessCase_DevQueue,BusinessCase_LiveQueue,0,0,0,[],[],126,126,[],False,False,can_be_merged,389191cdde5b78690637e6207c639709fbb31468,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/7,False,False,60,,,60,,0,0,,
39,6,126,Draft: Business case test queue1 to Live,test queue1 to Live,closed,2022-01-18T15:03:46.087000Z,2022-01-18T15:12:01.775000Z,,2022-01-18T15:12:01.810000Z,BusinessCase_LiveQueue,BusinessCase_TestQueue1,2,0,0,[],[],126,126,[],True,False,can_be_merged,4f3c190b83c4a021c135c0a27285912c5d052b2b,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/6,False,False,60,,,,60,0,0,,
38,5,126,TEST to DEV,modified Pck_LoadStagePBI.dtsx > same change as DEV,closed,2022-01-18T14:24:04.744000Z,2022-01-18T14:25:46.391000Z,,2022-01-18T14:25:46.418000Z,BusinessCase_DevQueue,BusinessCase_TestQueue1,1,0,0,[],[],126,126,[],False,False,can_be_merged,389191cdde5b78690637e6207c639709fbb31468,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/5,False,False,60,,,,60,0,0,,
37,4,126,TEST input modification on DEV version,modified Pck_LoadStagePBI.dtsx to evaluate merge request based on different files.,merged,2022-01-18T13:58:15.554000Z,2022-01-18T13:58:29.457000Z,2022-01-18T13:58:29.507000Z,,BusinessCase_DevQueue,BusinessCase_TestQueue1,0,0,0,[],[],126,126,[],False,False,can_be_merged,30b9696bcaef02188c9622e37b2b6eac6e57a7b9,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/4,False,False,60,,,60,,0,0,,
36,3,126,Dev second schaerhrdata,test of modification merge to master clone rep,merged,2021-12-17T14:23:02.252000Z,2021-12-17T14:23:21.967000Z,2021-12-17T14:23:22.014000Z,,mymaster_testmerge,DevSecond_schaerhrdata,1,0,0,[],[],126,126,[],False,False,can_be_merged,c1d30b7a6e5181a4d831ddf1008f783498dbcd11,,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/3,False,False,60,,,60,,0,0,,
35,2,126,Test,"merge request test into master
modified deployment config file",merged,2021-12-03T09:59:32.046000Z,2021-12-03T10:01:09.653000Z,2021-12-03T10:01:09.713000Z,,master,test,1,0,0,[60],[60],126,126,[],False,False,can_be_merged,0211ca0aa4fa787f95b9cc7e52ee2f3baa454891,43f6c93d0050c3866e86e9b73175778d9d4f29f9,False,True,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/2,True,False,60,60,,60,,0,0,,
34,1,126,Dev first pbiapplog,Test branch merge n1,merged,2021-11-15T14:35:48.852000Z,2021-11-15T14:36:04.974000Z,2021-11-15T14:36:05.045000Z,,mytest_Ilona,DevFirst_pbiapplog,0,0,0,[],[],126,126,[],False,False,can_be_merged,a6812dc051eb5f344826da416d3bc1db06666706,,False,False,https://gitlab.schaer.com/swd/qunisdwh/-/merge_requests/1,False,False,60,,,60,,0,0,,
